Player_ID,Player_Name,Season,Team,Country,Role,Matches,Innings,Runs,Highest_Score,Average,Strike_Rate,Fours,Sixes,Wickets,Economy,Bowling_Average,Catches,Player_Price_Cr,Status,Date_Updated
P041, KL Rahul ,2024,Sunrisers Hyderabad,New Zealand,Bowler,0,6,797,109,40.59,-10,30,29,25,8.98,41.18,12,19.03,Retained,6/5/2023
P135, Virat Kohli ,2024,Mumbai Indians,India,All-rounder,7,13,,131,63.01,,48,53,4,11.32,49.02,15,,Playing,28/06/2023
P060,MS Dhoni,2025,Mumbai Indians,England,All-rounder,5,5,172,78,73.75,176.69,87,59,10,8.3,11.59,3,22.1,Retained,11/6/2024
P165,SURYAKUMAR YADAV,2025,Royal Challengers Bengaluru,,Batter,2,9,244,89,13.41,116.36,29,22,6,6.07,46.48,12,3.75,Released,4/5/2024
P193,SHUBMAN GILL,2023,Chennai Super Kings,Australia,Batter,2,2,,13,5.94,,0,37,20,7.99,10.63,8,24.93,Retained,2/28/2025
P215,Virat Kohli,2023,RCB,Australia,Batter,10,7,297,86,61.33,134.62,71,28,3,9.18,12.64,16,20.87,Retained,12/18/2023
P067,KL Rahul,2023,RCB,New Zealand,Bowler,11,0,9,130,54.39,174.01,74,40,14,4.69,10.27,9,,Released,11/15/2023
P192,Suryakumar Yadav,2025,Chennai Super Kings,Australia,Bowler,3,11,,115,60.77,,57,54,9,9.13,32,8,,Playing,4/6/2023
P163,Ruturaj Gaikwad,2024,MI,South Africa,Wicket Keeper,14,5,312,57,33.67,350,52,43,1,9.12,20.98,11,,Injured,6/8/2025
P029,Ravindra Jadeja,2024,RCB,South Africa,Batter,9,14,145,18,41.78,,26,36,28,5.03,10.64,2,,Playing,14/12/2023
P075,SURYAKUMAR YADAV,2024,Chennai Super Kings,,Wicket Keeper,8,6,666,145,73.06,159.36,53,30,30,7.57,46.6,15,,Released,16/07/2023
P160,Ruturaj Gaikwad,2023,Mumbai Indians,,Wicket Keeper,6,0,567,125,35.66,-10,25,45,27,6.68,13.9,5,,Playing,18/08/2025
P023, RUTURAJ GAIKWAD ,2025,Chennai Super Kings,India,Bowler,2,2,850,130,44.96,350,70,46,7,5,14.36,17,,Retained,8/19/2024
P138,Shubman Gill,2024,MI,India,All-rounder,2,12,,11,49.73,350,37,14,10,5.26,34.3,1,,Playing,9/18/2024
P105,Suryakumar Yadav,2023,Kolkata Knight Riders,New Zealand,Bowler,0,1,,66,39.38,350,87,6,6,8.41,47.56,10,,Injured,5/10/2024
P100,Shubman Gill,2023,SRH,,Bowler,9,3,125,15,55.96,350,33,58,24,9.7,28.47,13,,Released,10/20/2023
P031, Jasprit Bumrah ,2023,Royal Challengers Bengaluru,,Batter,2,8,389,110,35.62,-10,65,4,6,10.59,39.5,12,19.97,Injured,9/30/2024
P220,ROHIT SHARMA,2023,CSK,,Bowler,2,6,708,35,50.8,122.06,46,54,0,11.34,36.32,9,6.88,Playing,3/3/2025
P011,SURYAKUMAR YADAV,2023,Mumbai Indians,New Zealand,All-rounder,2,10,539,73,6.18,,19,17,10,9.67,21.86,16,9.06,Playing,12/8/2024
P171, Jasprit Bumrah ,2025,CSK,England,Wicket Keeper,2,0,,53,69.55,171.08,96,40,11,8.11,13.75,20,21.16,Released,8/3/2025
P214,Shubman Gill,2024,Chennai Super Kings,Australia,Wicket Keeper,13,4,,74,62.13,350,40,30,30,7.3,36.7,7,16.08,Injured,4/2/2025
P070,Virat Kohli,2024,CSK,,All-rounder,13,0,493,146,35.65,350,48,37,21,5.73,38.65,8,7.72,Playing,7/23/2023
P145,KL Rahul,2023,Sunrisers Hyderabad,India,Batter,3,4,213,74,75.01,350,94,23,10,4.05,49.13,9,,Playing,12/7/2024
P164,MS Dhoni,2025,Kolkata Knight Riders,England,Wicket Keeper,5,0,,22,17.41,201.5,72,29,29,5.02,26.53,2,12.27,Released,4/9/2024
P170,Shubman Gill,2024,RCB,Australia,Bowler,2,11,,53,59.82,167.81,97,8,1,6.39,15.57,17,8.13,Released,4/9/2024
P094, Virat Kohli ,2024,Sunrisers Hyderabad,,Bowler,14,7,742,37,11.35,350,84,19,24,9.31,26.92,9,17.09,Playing,7/10/2023
P098,Virat Kohli,2025,RCB,South Africa,Batter,8,3,280,67,18.49,159.62,10,52,4,9.56,42.12,20,,Released,12/27/2023
P073,Rohit Sharma,2025,KKR,New Zealand,Wicket Keeper,10,4,203,65,21.03,350,7,21,2,3.72,38.78,0,7.6,Injured,4/23/2024
P031,Jasprit Bumrah,2024,Kolkata Knight Riders,,Bowler,12,4,,100,10.6,,30,44,14,8.18,14.94,14,21.65,Retained,16/04/2025
P133, Ravindra Jadeja ,2025,SRH,Australia,Batter,8,4,,121,28.54,98.92,16,37,30,8.49,38.56,10,21.25,Playing,23/03/2024
P146, Jasprit Bumrah ,2024,KKR,India,Batter,4,13,545,35,10.51,210.99,4,53,6,3.11,39.6,4,,Playing,7/18/2023
P119,Suryakumar Yadav,2023,MI,Australia,All-rounder,0,9,702,99,24.97,-10,61,57,3,7.31,16.62,11,0.25,Injured,6/27/2025
P045,MS DHONI,2023,SRH,Australia,All-rounder,7,0,,20,30.56,213.3,26,7,16,9.58,12.08,7,,Released,6/14/2023
P178,MS Dhoni,2024,Mumbai Indians,New Zealand,Bowler,5,10,,60,74.37,204.54,68,33,29,7.57,11.14,13,,Retained,2/24/2025
P210,Shubman Gill,2024,MI,South Africa,Wicket Keeper,11,6,338,150,28.06,-10,13,52,21,5.16,32.93,8,,Released,3/23/2025
P053,SHUBMAN GILL,2025,Sunrisers Hyderabad,Australia,Batter,4,7,873,146,50.3,,39,4,2,10.36,47.62,15,,Injured,12/31/2023
P194,Jasprit Bumrah,2025,Kolkata Knight Riders,Australia,Batter,4,12,663,135,73.4,350,83,4,12,3.73,42.29,5,,Retained,10/21/2024
P152, ROHIT SHARMA ,2025,CSK,Australia,Wicket Keeper,4,13,347,106,46.18,85.7,94,13,26,9.53,27.17,12,,Retained,8/29/2023
P105, Ruturaj Gaikwad ,2025,Sunrisers Hyderabad,England,Wicket Keeper,0,14,392,36,47.74,,99,46,5,3.23,40.16,9,15.31,Released,4/18/2024
P079,SURYAKUMAR YADAV,2025,Kolkata Knight Riders,Australia,Bowler,12,10,,87,23.45,-10,25,7,27,7.78,32.01,8,,Playing,5/9/2024
P029,RUTURAJ GAIKWAD,2024,Chennai Super Kings,New Zealand,Bowler,12,1,,149,73.42,,80,14,26,6.46,44.85,12,,Retained,5/14/2024
P015,RUTURAJ GAIKWAD,2024,Royal Challengers Bengaluru,Australia,Wicket Keeper,5,14,52,77,8.7,,39,35,27,6.3,39.26,6,23.83,Injured,7/1/2023
P069,ROHIT SHARMA,2024,CSK,South Africa,Batter,6,4,,120,46.22,218.41,94,49,11,5.43,19.72,15,22.4,Released,25/07/2025
P123,Hardik Pandya,2025,Kolkata Knight Riders,India,Batter,5,11,110,123,25.54,-10,18,15,28,3.25,40.28,4,9.1,Injured,8/31/2023
P160,Suryakumar Yadav,2023,RCB,New Zealand,Wicket Keeper,4,4,487,146,43.68,,26,52,3,8.84,45.03,18,,Injured,8/16/2023
P155, Hardik Pandya ,2023,SRH,Australia,Bowler,2,9,180,119,15.49,166.34,48,51,12,9.86,15.69,19,,Released,4/14/2023
P153,Hardik Pandya,2024,Royal Challengers Bengaluru,New Zealand,Batter,0,9,,29,13.82,,60,7,25,3.23,37.74,20,21.59,Injured,10/5/2023
P145,Virat Kohli,2024,Sunrisers Hyderabad,India,Batter,2,2,,61,15.86,,63,16,11,6.19,42.79,12,,Playing,2/4/2025
P049, RAVINDRA JADEJA ,2025,Chennai Super Kings,England,Bowler,6,0,590,64,62.59,,32,59,13,4.43,43.18,5,,Released,5/31/2025
P035,Hardik Pandya,2025,RCB,Australia,Wicket Keeper,4,10,639,59,48.61,,76,0,18,5.84,45.72,9,9.12,Playing,11/17/2023
P148,KL RAHUL,2025,Kolkata Knight Riders,South Africa,Bowler,1,0,,7,54.88,,29,11,27,10.53,12.15,11,14.65,Retained,6/9/2024
P004,Rohit Sharma,2024,MI,,All-rounder,0,9,,74,14.27,-10,23,37,11,6.28,45.36,12,2.51,Released,6/17/2023
P081,Hardik Pandya,2025,Chennai Super Kings,Australia,Wicket Keeper,0,11,14,97,49.7,-10,2,46,29,4,43.05,9,,Retained,5/26/2025
P078, KL Rahul ,2025,Mumbai Indians,South Africa,All-rounder,12,5,,86,26.59,163.33,82,6,19,10.03,40.08,4,22.38,Released,1/15/2024
P142,Shubman Gill,2024,CSK,Australia,Batter,11,9,713,7,6.58,92.6,98,56,5,9.1,33.56,20,14.27,Playing,11/20/2024
P086,Hardik Pandya,2025,Kolkata Knight Riders,South Africa,Wicket Keeper,2,0,886,121,30.69,-10,89,13,20,3.49,41.56,13,19.43,Injured,11/18/2024
P093, Ruturaj Gaikwad ,2025,CSK,England,Wicket Keeper,13,11,305,116,28.17,-10,22,50,15,11.92,38.09,17,7.32,Injured,21/08/2024
P146,KL Rahul,2025,Sunrisers Hyderabad,South Africa,Batter,4,10,29,90,27.78,,16,42,30,9.76,25.83,6,14.54,Injured,8/8/2025
P017,ROHIT SHARMA,2025,Mumbai Indians,Australia,All-rounder,0,13,579,71,56.94,116.46,14,24,14,8.26,10.64,12,2.43,Playing,7/28/2025
P185,KL RAHUL,2023,RCB,South Africa,Batter,6,3,342,86,50.87,350,85,3,23,8.74,46.83,0,17.29,Playing,7/11/2024
P064,Suryakumar Yadav,2025,Mumbai Indians,Australia,Batter,4,3,674,128,73.6,203.33,85,55,3,11.56,36.58,0,21.4,Injured,10/24/2024
P195,VIRAT KOHLI,2023,Chennai Super Kings,South Africa,Wicket Keeper,8,12,345,57,52.01,,52,5,21,9.86,19.21,10,,Injured,10/8/2023
P209,Rohit Sharma,2023,RCB,New Zealand,Wicket Keeper,7,0,,62,18.54,,26,34,12,6.57,18.65,12,12.21,Injured,20/12/2023
P165,Shubman Gill,2025,SRH,,Batter,11,6,,78,52.64,350,93,24,21,11.58,11.16,4,,Released,4/8/2023
P037,ROHIT SHARMA,2025,Chennai Super Kings,India,All-rounder,3,10,326,53,48.7,350,37,42,2,10.82,21.22,3,15.88,Released,1/31/2025
P110, MS DHONI ,2023,KKR,England,All-rounder,4,10,879,20,5.11,-10,34,50,24,11.61,38.48,16,,Released,18/08/2025
P159,SURYAKUMAR YADAV,2025,KKR,New Zealand,Wicket Keeper,12,13,114,4,29.48,350,76,0,3,3.62,46.66,15,9.39,Retained,8/2/2024
P094,Suryakumar Yadav,2024,SRH,New Zealand,Wicket Keeper,6,5,,51,59.46,-10,41,50,28,6.06,40.24,4,,Injured,3/15/2024
P129, SURYAKUMAR YADAV ,2025,Chennai Super Kings,South Africa,Wicket Keeper,7,5,,82,6.17,188.77,38,11,19,10.71,43.14,9,8.19,Released,4/20/2025
P197,Ruturaj Gaikwad,2023,Mumbai Indians,England,All-rounder,5,3,,34,50.21,-10,38,18,20,3.39,31.82,2,,Injured,13/03/2025
P015,ROHIT SHARMA,2024,RCB,India,All-rounder,5,13,585,36,36.68,-10,90,45,17,5.25,35.41,11,,Playing,12/21/2024
P034,RAVINDRA JADEJA,2025,SRH,Australia,All-rounder,9,5,859,95,7.04,,36,27,28,3.33,26.42,7,22.38,Playing,11/13/2024
P151,Ravindra Jadeja,2024,Chennai Super Kings,Australia,Bowler,11,13,,23,28.2,350,77,56,4,4.57,17.36,2,,Released,10/8/2023
P153, KL Rahul ,2024,Chennai Super Kings,New Zealand,Bowler,4,4,783,27,45.92,-10,44,24,26,8.11,31.54,3,,Released,8/11/2025
P067,Rohit Sharma,2025,CSK,New Zealand,Wicket Keeper,2,4,246,149,8.9,156.77,14,57,16,3.31,45.11,6,19.93,Injured,7/4/2025
P136,Shubman Gill,2024,Sunrisers Hyderabad,New Zealand,All-rounder,0,14,829,124,64.1,350,100,38,20,7.57,46.67,5,1.67,Playing,4/4/2025
P156, Hardik Pandya ,2025,MI,South Africa,All-rounder,8,3,651,80,71.58,,6,22,21,8.33,14.86,7,,Injured,21/10/2024
P087,MS Dhoni,2023,Royal Challengers Bengaluru,England,All-rounder,6,5,,140,61.09,,96,30,16,11.98,49.54,14,13.54,Released,1/3/2025
P015,Ruturaj Gaikwad,2025,Royal Challengers Bengaluru,England,Wicket Keeper,5,13,718,104,35.42,350,49,58,2,8.73,21.18,10,,Retained,12/31/2024
P031,RAVINDRA JADEJA,2025,Royal Challengers Bengaluru,New Zealand,All-rounder,13,1,93,43,72.76,350,77,48,16,11.44,45.41,17,,Playing,10/3/2023
P032,Shubman Gill,2024,Kolkata Knight Riders,South Africa,Batter,7,7,770,134,16.85,350,81,7,29,11.43,48.5,16,,Released,1/7/2024
P161,Ravindra Jadeja,2025,Kolkata Knight Riders,South Africa,Bowler,11,7,565,38,35.44,350,53,14,19,3.79,44.87,1,,Retained,1/7/2024
P211,RUTURAJ GAIKWAD,2023,KKR,South Africa,Bowler,1,0,,86,21.28,,21,24,3,9.63,39.85,2,,Retained,16/06/2024
P066,Hardik Pandya,2025,Chennai Super Kings,,Bowler,9,12,642,76,18.72,350,48,59,14,5.3,48.58,16,9.78,Released,6/11/2023
P060,Ruturaj Gaikwad,2023,KKR,New Zealand,Bowler,6,3,,82,47.16,,98,60,21,9.4,37.4,14,,Injured,8/13/2024
P199,Shubman Gill,2025,Mumbai Indians,Australia,Wicket Keeper,9,5,,14,62.55,207.56,48,22,3,9.49,22.47,9,,Injured,10/29/2024
P077,Shubman Gill,2025,CSK,South Africa,Batter,13,1,,59,69.12,136.68,86,4,9,8.87,27.83,18,20.29,Retained,15/07/2024
P157, Ravindra Jadeja ,2024,RCB,England,Wicket Keeper,13,11,61,10,6.25,,54,35,6,7.63,24.57,10,9.58,Released,3/11/2023
P012,SURYAKUMAR YADAV,2024,Chennai Super Kings,India,Batter,3,10,,55,26.23,-10,20,25,9,8.26,43.39,9,,Retained,7/10/2024
P003, KL Rahul ,2023,KKR,New Zealand,Wicket Keeper,9,3,782,53,8.36,-10,82,31,17,9.69,19.26,13,,Released,10/25/2023
P192,ROHIT SHARMA,2023,Sunrisers Hyderabad,Australia,All-rounder,11,8,381,2,17.07,-10,74,50,7,6.3,26.48,4,,Injured,8/7/2025
P169,Suryakumar Yadav,2025,KKR,India,Batter,3,9,751,78,34.65,350,86,50,12,4.31,46.37,19,14.07,Retained,3/29/2024
P177,Hardik Pandya,2024,MI,England,All-rounder,2,0,438,32,30.42,,75,46,8,10.04,11.81,20,,Playing,30/01/2024
P195,KL RAHUL,2025,Kolkata Knight Riders,India,Wicket Keeper,0,6,482,124,26.09,-10,67,21,5,6.66,22.42,18,,Released,8/15/2025
P007, Shubman Gill ,2025,Royal Challengers Bengaluru,England,Batter,3,2,,73,69.93,-10,16,12,14,10.53,33.89,11,,Retained,1/6/2025
P038,Virat Kohli,2025,RCB,South Africa,Batter,12,2,456,120,26.83,350,62,37,24,7.72,33.89,1,,Retained,12/5/2024
P091,Hardik Pandya,2024,Sunrisers Hyderabad,England,Wicket Keeper,10,9,10,40,13.61,350,55,18,24,5.52,34.45,12,24.18,Retained,12/23/2024
P008, MS Dhoni ,2024,RCB,South Africa,Batter,2,6,851,77,40.78,178.8,93,16,5,10.54,49.9,5,,Playing,21/12/2023
P096,RUTURAJ GAIKWAD,2023,Mumbai Indians,Australia,Bowler,8,9,234,11,75.88,,94,43,24,3.23,13.44,5,13.04,Injured,5/4/2025
P008,Ravindra Jadeja,2023,Kolkata Knight Riders,England,Batter,10,14,598,115,76.77,,49,14,26,5.48,45.19,18,5.42,Injured,7/5/2025
P211,Rohit Sharma,2023,Sunrisers Hyderabad,India,All-rounder,10,12,,94,13.85,-10,31,27,17,10.19,44.39,0,,Retained,1/2/2024
P155, Ravindra Jadeja ,2025,CSK,England,Wicket Keeper,11,6,,94,38.84,-10,69,7,2,9.32,27.81,8,,Retained,23/03/2025
P097,SHUBMAN GILL,2024,Chennai Super Kings,,Bowler,9,11,,103,50.47,211.55,26,37,27,7.3,45.3,17,,Playing,4/12/2025
P122,VIRAT KOHLI,2023,Sunrisers Hyderabad,India,Bowler,9,13,516,25,6.64,-10,96,53,18,5.2,38.05,8,1.79,Playing,11/25/2024
P055,Virat Kohli,2025,Kolkata Knight Riders,India,Wicket Keeper,13,4,,8,69.72,-10,84,37,21,9.01,42.83,4,,Playing,1/1/2024
P216,Rohit Sharma,2024,CSK,Australia,Batter,14,9,739,109,58.33,-10,16,38,0,10.21,16.26,13,,Playing,15/07/2024
P188,Rohit Sharma,2023,MI,New Zealand,Bowler,11,2,765,27,26.56,105.56,5,14,8,5.42,32.01,10,13.84,Injured,11/11/2024
P126,MS Dhoni,2025,Sunrisers Hyderabad,South Africa,All-rounder,6,6,430,0,70.71,-10,97,5,10,11.39,31.7,0,,Released,29/05/2023
P188, Jasprit Bumrah ,2024,Kolkata Knight Riders,,Wicket Keeper,0,8,,31,12.08,350,2,16,29,6.08,45.95,14,19.21,Injured,9/14/2023
P052, SURYAKUMAR YADAV ,2025,Chennai Super Kings,South Africa,Bowler,6,10,91,0,57.46,350,23,31,5,9.52,36.35,9,8.85,Playing,4/9/2023
P007,KL Rahul,2023,MI,,All-rounder,12,14,,100,75.42,350,16,54,17,3.2,32.89,16,5.2,Retained,23/10/2024
P118,Suryakumar Yadav,2024,RCB,,Wicket Keeper,5,7,,122,32.67,350,92,27,21,5.85,17.46,11,,Retained,25/12/2024
P126, SURYAKUMAR YADAV ,2024,Chennai Super Kings,South Africa,Wicket Keeper,3,10,441,133,22.37,,1,46,1,9.75,47.39,0,,Released,10/11/2024
P008,JASPRIT BUMRAH,2025,CSK,England,Bowler,11,8,766,62,15.94,211.61,90,16,11,9.08,18.34,20,,Released,10/26/2024
P113,Jasprit Bumrah,2024,RCB,,Batter,3,13,763,75,25.56,-10,30,31,27,11.31,19.03,10,,Released,1/8/2025
P160,KL Rahul,2023,RCB,India,All-rounder,9,8,,102,30.18,88.78,43,48,22,11.38,36.44,11,3.27,Injured,10/13/2023
P053,Ravindra Jadeja,2025,Chennai Super Kings,South Africa,All-rounder,7,8,,74,47.33,,32,41,0,3.37,26.13,16,,Retained,13/10/2024
P200,Ruturaj Gaikwad,2023,RCB,New Zealand,All-rounder,12,6,880,25,7.81,,0,5,11,8.12,42.36,8,10.72,Playing,8/5/2025
P212,SURYAKUMAR YADAV,2023,Kolkata Knight Riders,South Africa,Bowler,12,0,,17,63.74,-10,10,29,19,9.52,27,6,,Retained,9/15/2024
P004, Suryakumar Yadav ,2024,MI,,Bowler,6,12,531,17,60.1,350,59,33,20,9.44,47.09,2,2.98,Retained,6/6/2025
P045,Shubman Gill,2023,Kolkata Knight Riders,,Wicket Keeper,10,0,675,106,46.41,124.56,44,35,0,10.91,31.91,19,2.81,Playing,7/15/2024
P031,Shubman Gill,2025,Mumbai Indians,England,Bowler,1,4,594,145,32.35,212.18,50,8,20,8.19,29.2,12,23.83,Retained,9/10/2023
P014,Hardik Pandya,2023,CSK,New Zealand,Batter,0,9,604,83,64.14,125.12,34,1,1,3.63,49.48,19,19.28,Retained,7/16/2025
P103, SURYAKUMAR YADAV ,2024,CSK,South Africa,Wicket Keeper,9,1,674,18,25.25,145.2,98,12,1,7.88,30.84,8,,Retained,5/9/2024
P126,HARDIK PANDYA,2024,RCB,Australia,Wicket Keeper,1,10,34,13,23.04,,34,54,0,7.58,29.5,8,1.7,Injured,26/12/2024
P204,Ravindra Jadeja,2024,CSK,New Zealand,Batter,5,7,,150,28.08,121.92,69,3,18,11.27,22.82,19,,Retained,24/08/2025
P127, Virat Kohli ,2024,Sunrisers Hyderabad,England,Wicket Keeper,14,2,,144,31.2,-10,31,34,10,3.79,23.81,8,6.56,Retained,23/07/2023
P215,Hardik Pandya,2023,Kolkata Knight Riders,South Africa,Bowler,6,12,122,43,43.89,350,77,42,3,7.21,26.01,10,,Retained,12/31/2023
P004,Rohit Sharma,2024,Sunrisers Hyderabad,New Zealand,Batter,9,12,50,114,76.94,,18,13,30,11.95,10.69,10,7.31,Playing,27/02/2024
P100, Jasprit Bumrah ,2023,SRH,England,Bowler,2,1,313,107,62.95,-10,44,60,8,6.58,18.55,16,,Retained,3/27/2025
P039,Shubman Gill,2024,SRH,,Wicket Keeper,4,9,518,5,19.45,,73,10,17,4.05,38.16,4,,Released,12/2/2023
P116, Virat Kohli ,2025,Chennai Super Kings,India,Bowler,13,11,703,76,25.31,350,70,55,14,4.87,25.68,1,15.46,Released,12/7/2024
P126,KL Rahul,2023,Royal Challengers Bengaluru,India,All-rounder,1,10,,54,12.93,189.92,90,31,25,9.66,33.33,7,4.48,Retained,7/3/2025
P036, KL Rahul ,2025,Kolkata Knight Riders,New Zealand,All-rounder,1,10,697,49,37.24,-10,77,27,18,7.28,23.79,12,20.63,Injured,11/5/2024
P033,Ravindra Jadeja,2025,Chennai Super Kings,,All-rounder,1,12,27,82,43.57,-10,11,17,13,11.51,44.77,0,,Retained,2/16/2024
P173,Rohit Sharma,2024,SRH,,Wicket Keeper,12,10,,98,26.67,117.72,29,43,17,9.96,26.39,18,0.22,Playing,7/9/2024
P214,Virat Kohli,2025,SRH,South Africa,Batter,14,14,796,86,10.58,350,21,9,0,7.8,43.51,8,8.66,Retained,2/25/2025
P016,Ruturaj Gaikwad,2025,Mumbai Indians,New Zealand,Wicket Keeper,13,6,,67,39.84,,91,60,25,6.06,10.4,15,11.92,Injured,5/5/2024
P005,Suryakumar Yadav,2024,Sunrisers Hyderabad,,Bowler,7,4,620,16,70.53,,47,43,29,9.13,46.91,11,,Retained,15/10/2024
P215,ROHIT SHARMA,2023,RCB,,Wicket Keeper,3,13,395,72,75.48,350,8,18,5,5.16,45.1,18,,Released,12/3/2023
P102,SURYAKUMAR YADAV,2024,Royal Challengers Bengaluru,,Wicket Keeper,2,7,491,17,34.34,-10,7,54,16,7.48,11.2,18,18.15,Released,5/12/2023
P080,MS Dhoni,2024,Sunrisers Hyderabad,India,Wicket Keeper,7,9,775,51,53.58,139.77,9,59,19,5.65,31.88,6,1.07,Retained,5/31/2023
P096,MS Dhoni,2023,KKR,South Africa,All-rounder,4,1,679,78,65.96,,26,45,3,4.58,11.07,15,7.58,Playing,4/18/2024
P067,MS Dhoni,2024,Kolkata Knight Riders,New Zealand,All-rounder,10,3,807,50,37.84,350,59,49,30,4.11,24.1,12,,Retained,10/9/2023
P154,JASPRIT BUMRAH,2025,Kolkata Knight Riders,,Wicket Keeper,8,2,,3,45.33,189.79,23,28,22,5.56,13.27,1,1.84,Released,1/19/2024
P140,SHUBMAN GILL,2025,SRH,Australia,All-rounder,10,5,,4,39.68,-10,0,49,17,10.05,39.75,1,,Playing,12/29/2023
P139, Jasprit Bumrah ,2025,CSK,England,Batter,9,10,,23,76.13,350,75,15,21,10.36,48.13,11,10.09,Playing,26/11/2024
P008,KL Rahul,2024,MI,England,Bowler,2,10,666,43,5.16,350,99,27,12,10.41,38.71,15,6.98,Playing,8/30/2024
P162,Ruturaj Gaikwad,2025,Chennai Super Kings,Australia,All-rounder,12,14,28,116,29.53,105.33,49,55,15,6.63,45.75,6,16.28,Playing,7/17/2025
P081,Ruturaj Gaikwad,2024,RCB,New Zealand,Bowler,0,12,,92,19.28,-10,94,28,12,5.92,26.79,1,11.12,Playing,3/21/2025
P033, KL Rahul ,2023,KKR,India,Batter,2,9,417,57,9.43,128.06,55,45,17,3.73,29.35,4,,Released,5/20/2025
P103,RUTURAJ GAIKWAD,2023,Kolkata Knight Riders,New Zealand,Wicket Keeper,8,7,522,60,45.8,350,1,44,0,4.8,39.3,1,,Playing,6/3/2025
P146,Hardik Pandya,2024,Royal Challengers Bengaluru,,Wicket Keeper,3,1,284,141,21.54,125.6,2,56,3,3.86,22.95,18,1.57,Injured,11/24/2024
P017,ROHIT SHARMA,2025,Kolkata Knight Riders,India,All-rounder,8,10,,93,51.95,,66,25,4,6.26,13.26,3,9.4,Playing,12/10/2024
P132,JASPRIT BUMRAH,2025,CSK,Australia,Bowler,13,4,410,139,58.46,350,58,51,8,4,29.06,9,,Retained,11/7/2023
P104,ROHIT SHARMA,2023,Royal Challengers Bengaluru,Australia,Wicket Keeper,4,1,304,47,19.69,-10,47,56,29,4.32,28.1,6,6.28,Released,8/28/2023
P004,KL Rahul,2024,CSK,New Zealand,Wicket Keeper,1,0,236,14,5.47,191.73,83,2,21,5.34,39.75,2,,Injured,9/23/2024
P112,VIRAT KOHLI,2023,SRH,Australia,Batter,12,9,,80,45.63,350,17,31,14,8.21,45.45,18,8.43,Released,12/31/2024
P129,VIRAT KOHLI,2025,Chennai Super Kings,India,Batter,2,3,42,2,38.81,,10,17,29,7.03,30.61,13,,Released,10/10/2023
P161,MS DHONI,2025,Royal Challengers Bengaluru,New Zealand,Wicket Keeper,5,8,466,102,27.25,186.5,57,12,16,4.4,45.86,16,5.12,Injured,9/9/2024
P217,Shubman Gill,2025,RCB,England,Bowler,12,9,345,146,29.79,350,2,16,18,10.45,33.17,10,19.08,Retained,2/12/2024
P061,RAVINDRA JADEJA,2023,Sunrisers Hyderabad,,Bowler,3,10,201,77,17.54,,22,41,29,10.11,26.83,9,,Released,7/30/2023
P024,Hardik Pandya,2025,Kolkata Knight Riders,New Zealand,Wicket Keeper,12,10,819,54,49.32,-10,38,26,27,6.01,36.42,1,,Playing,5/26/2025
P128,Shubman Gill,2024,Royal Challengers Bengaluru,South Africa,Wicket Keeper,11,4,,74,15.09,135.45,97,39,26,10.93,32.06,15,21.41,Retained,7/20/2025
P217,Suryakumar Yadav,2024,KKR,Australia,Bowler,13,13,240,109,41.86,-10,16,47,15,6.55,41.44,4,,Playing,12/1/2023
P169, Shubman Gill ,2023,Chennai Super Kings,India,Wicket Keeper,0,10,,27,64.37,,5,2,11,3.58,13.93,11,,Retained,10/2/2025
P073,Ruturaj Gaikwad,2025,Royal Challengers Bengaluru,,Wicket Keeper,10,7,553,46,77.97,,64,53,17,4.4,12.45,14,,Playing,5/8/2025
P154,Hardik Pandya,2023,RCB,India,Bowler,13,9,,117,24.69,,32,16,9,6.07,26.35,9,,Injured,2/4/2023
P149,MS Dhoni,2024,RCB,India,Wicket Keeper,1,5,194,43,33.01,350,48,24,25,8.67,21.15,10,,Retained,7/4/2024
P039,Ruturaj Gaikwad,2023,MI,England,All-rounder,6,10,99,66,44.19,,100,36,7,6.67,13.02,4,,Injured,2/27/2025
P073,KL Rahul,2025,Kolkata Knight Riders,New Zealand,All-rounder,7,12,,107,37.4,350,4,0,22,5.95,43.35,16,2.08,Playing,7/28/2024
P092,Jasprit Bumrah,2023,Mumbai Indians,India,Batter,9,11,735,19,46.2,-10,97,34,29,5.44,42.39,7,,Released,29/05/2025
P170,Ruturaj Gaikwad,2024,Sunrisers Hyderabad,South Africa,Bowler,3,10,827,143,26.62,198.24,46,58,10,7.64,44.59,10,12.27,Injured,6/5/2025
P113,Hardik Pandya,2025,SRH,Australia,Batter,8,12,671,148,71.23,350,74,45,20,7.41,21.79,4,,Playing,5/4/2023
P087,Hardik Pandya,2023,MI,South Africa,Batter,4,14,,17,41.72,350,39,24,5,10.13,32.54,20,,Injured,11/25/2024
P002,RUTURAJ GAIKWAD,2024,MI,England,Bowler,2,1,463,93,78.12,110.82,21,44,3,10.02,33.27,17,15.28,Injured,4/7/2025
P041,Suryakumar Yadav,2024,Sunrisers Hyderabad,Australia,Batter,5,1,183,119,29.79,,44,13,27,5.29,40.69,14,14,Playing,4/1/2025
P212, Jasprit Bumrah ,2024,SRH,New Zealand,Wicket Keeper,7,12,,11,62.4,-10,16,30,9,8.85,49.99,18,9.54,Retained,29/01/2025
P111,VIRAT KOHLI,2025,Chennai Super Kings,New Zealand,Wicket Keeper,4,11,217,34,16.81,93.56,95,34,18,8.89,31.08,17,,Retained,31/05/2024
